SKU,Brand,Raw_Material,Quantity_Used
518,Creamy Bliss,Flavoring,1.39
518,Creamy Bliss,Cream,1.2
518,Creamy Bliss,Sugar,4.01
519,Velvet Freeze,Packaging,4.77
519,Velvet Freeze,Sugar,6.43
519,Velvet Freeze,Milk,3.28
519,Velvet Freeze,Emulsifiers,6.21
520,Polar Joy,Flavoring,4.55
520,Polar Joy,Stabilizers,4.33
520,Polar Joy,Vanilla Extract,7.19
520,Polar Joy,Packaging,4.12
521,Frosty Delights,Milk,3.92
521,Frosty Delights,Sugar,3.82
521,Frosty Delights,Stabilizers,6.09
521,Frosty Delights,Fruit,9.59
521,Frosty Delights,Cream,4.99
522,Sunny Scoops,Emulsifiers,3.65
522,Sunny Scoops,Sugar,2.81
522,Sunny Scoops,Vanilla Extract,0.59
522,Sunny Scoops,Flavoring,6.57
522,Sunny Scoops,Fruit,7.96
523,Arctic Treats,Chocolate,6.69
523,Arctic Treats,Vanilla Extract,3.5
523,Arctic Treats,Stabilizers,1.7
523,Arctic Treats,Flavoring,4.25
524,Velvet Freeze,Milk,0.98
524,Velvet Freeze,Flavoring,2.1
524,Velvet Freeze,Emulsifiers,7.62
524,Velvet Freeze,Cream,7.79
524,Velvet Freeze,Vanilla Extract,6.61
525,Sunny Scoops,Sugar,9.41
525,Sunny Scoops,Vanilla Extract,5.62
525,Sunny Scoops,Stabilizers,7.47
526,Polar Joy,Chocolate,6.9
526,Polar Joy,Vanilla Extract,8.32
526,Polar Joy,Milk,4.31
526,Polar Joy,Cream,9.47
527,Polar Joy,Stabilizers,1.13
527,Polar Joy,Sugar,8.19
527,Polar Joy,Cream,1.04
527,Polar Joy,Flavoring,2.85
528,Sunny Scoops,Emulsifiers,0.59
528,Sunny Scoops,Cream,5.97
528,Sunny Scoops,Packaging,8.2
528,Sunny Scoops,Chocolate,4.45
528,Sunny Scoops,Vanilla Extract,9.09
529,Velvet Freeze,Stabilizers,6.29
529,Velvet Freeze,Chocolate,9.81
529,Velvet Freeze,Packaging,7.39
529,Velvet Freeze,Fruit,7.52
529,Velvet Freeze,Flavoring,1.76
530,Velvet Freeze,Cream,1.57
530,Velvet Freeze,Fruit,8.45
530,Velvet Freeze,Milk,8.11
530,Velvet Freeze,Flavoring,6.6
531,Polar Joy,Vanilla Extract,4.32
531,Polar Joy,Emulsifiers,4.76
531,Polar Joy,Milk,1.63
531,Polar Joy,Sugar,8.39
531,Polar Joy,Cream,6.8
532,Creamy Bliss,Milk,5.7
532,Creamy Bliss,Cream,2.46
532,Creamy Bliss,Fruit,8.15
532,Creamy Bliss,Stabilizers,0.85
532,Creamy Bliss,Sugar,2.86
533,Creamy Bliss,Stabilizers,1.44
533,Creamy Bliss,Packaging,6.19
533,Creamy Bliss,Chocolate,4.56
533,Creamy Bliss,Emulsifiers,4.57
534,Velvet Freeze,Stabilizers,8.12
534,Velvet Freeze,Flavoring,8.42
534,Velvet Freeze,Cream,1.52
535,Sunny Scoops,Milk,0.74
535,Sunny Scoops,Emulsifiers,4.2
535,Sunny Scoops,Cream,8.09
535,Sunny Scoops,Fruit,6.6
535,Sunny Scoops,Flavoring,9.11
536,Frosty Delights,Cream,8.43
536,Frosty Delights,Stabilizers,0.72
536,Frosty Delights,Sugar,7
536,Frosty Delights,Chocolate,7.1
536,Frosty Delights,Flavoring,9.67
537,Arctic Treats,Emulsifiers,3.26
537,Arctic Treats,Milk,8.23
537,Arctic Treats,Sugar,5.63
537,Arctic Treats,Packaging,4.21
538,Velvet Freeze,Sugar,6.15
538,Velvet Freeze,Chocolate,6.69
538,Velvet Freeze,Milk,5.28
538,Velvet Freeze,Vanilla Extract,5.95
539,Polar Joy,Cream,5.98
539,Polar Joy,Milk,9.14
539,Polar Joy,Chocolate,5.93
539,Polar Joy,Sugar,3.24
540,Velvet Freeze,Sugar,7.55
540,Velvet Freeze,Emulsifiers,3.07
540,Velvet Freeze,Flavoring,7.75
541,Velvet Freeze,Fruit,8.47
541,Velvet Freeze,Packaging,7.56
541,Velvet Freeze,Emulsifiers,3.97
542,Arctic Treats,Packaging,3.87
542,Arctic Treats,Emulsifiers,8.22
542,Arctic Treats,Flavoring,7.82
543,Frosty Delights,Sugar,3.07
543,Frosty Delights,Chocolate,5.85
543,Frosty Delights,Milk,3.33
543,Frosty Delights,Emulsifiers,5.17
543,Frosty Delights,Vanilla Extract,3.95
544,Frosty Delights,Milk,7.43
544,Frosty Delights,Chocolate,3.54
544,Frosty Delights,Flavoring,3.73
544,Frosty Delights,Cream,5.79
545,Sunny Scoops,Fruit,3.51
545,Sunny Scoops,Sugar,1.5
545,Sunny Scoops,Stabilizers,2.69
546,Velvet Freeze,Emulsifiers,4.15
546,Velvet Freeze,Chocolate,5.63
546,Velvet Freeze,Milk,4.45
546,Velvet Freeze,Flavoring,2.89
547,Velvet Freeze,Chocolate,8.61
547,Velvet Freeze,Fruit,4.7
547,Velvet Freeze,Flavoring,7.37
547,Velvet Freeze,Vanilla Extract,6.68
547,Velvet Freeze,Cream,7.72
548,Velvet Freeze,Cream,6.56
548,Velvet Freeze,Sugar,7.81
548,Velvet Freeze,Emulsifiers,1.42
548,Velvet Freeze,Milk,9.69
549,Arctic Treats,Packaging,9.22
549,Arctic Treats,Milk,8.01
549,Arctic Treats,Emulsifiers,5.83
549,Arctic Treats,Sugar,8.23
549,Arctic Treats,Stabilizers,3.9
550,Polar Joy,Milk,6.98
550,Polar Joy,Fruit,7.17
550,Polar Joy,Vanilla Extract,4.17
550,Polar Joy,Sugar,9.99
550,Polar Joy,Stabilizers,5.63
551,Velvet Freeze,Fruit,6.23
551,Velvet Freeze,Chocolate,1.87
551,Velvet Freeze,Stabilizers,0.58
551,Velvet Freeze,Packaging,5.78
552,Sunny Scoops,Sugar,2.08
552,Sunny Scoops,Chocolate,9.01
552,Sunny Scoops,Cream,2.7
552,Sunny Scoops,Milk,7.29
553,Sunny Scoops,Milk,8.55
553,Sunny Scoops,Sugar,7.81
553,Sunny Scoops,Cream,2.2
554,Velvet Freeze,Sugar,1.73
554,Velvet Freeze,Chocolate,4.38
554,Velvet Freeze,Cream,3.16
554,Velvet Freeze,Milk,8.92
554,Velvet Freeze,Vanilla Extract,0.63
555,Velvet Freeze,Sugar,4.72
555,Velvet Freeze,Fruit,5.55
555,Velvet Freeze,Vanilla Extract,1.22
555,Velvet Freeze,Chocolate,4.81
555,Velvet Freeze,Milk,4.53
556,Velvet Freeze,Emulsifiers,7.55
556,Velvet Freeze,Flavoring,6.97
556,Velvet Freeze,Chocolate,7.12
556,Velvet Freeze,Stabilizers,9.47
557,Polar Joy,Emulsifiers,2.39
557,Polar Joy,Packaging,4.62
557,Polar Joy,Fruit,5.36
557,Polar Joy,Milk,6.02
557,Polar Joy,Flavoring,0.5
558,Sunny Scoops,Flavoring,5.82
558,Sunny Scoops,Fruit,2.48
558,Sunny Scoops,Emulsifiers,6.96
558,Sunny Scoops,Milk,8.17
558,Sunny Scoops,Vanilla Extract,3.45
559,Polar Joy,Flavoring,5.54
559,Polar Joy,Packaging,0.81
559,Polar Joy,Chocolate,2.22
560,Creamy Bliss,Vanilla Extract,6.73
560,Creamy Bliss,Milk,9.19
560,Creamy Bliss,Emulsifiers,7.44
561,Arctic Treats,Stabilizers,3.9
561,Arctic Treats,Emulsifiers,9.01
561,Arctic Treats,Cream,5.75
561,Arctic Treats,Sugar,2.32
561,Arctic Treats,Chocolate,6.54
562,Velvet Freeze,Sugar,2.81
562,Velvet Freeze,Chocolate,4.7
562,Velvet Freeze,Vanilla Extract,2.3
562,Velvet Freeze,Flavoring,6.77
562,Velvet Freeze,Milk,7.88
563,Sunny Scoops,Sugar,7.69
563,Sunny Scoops,Stabilizers,1.88
563,Sunny Scoops,Vanilla Extract,4.66
563,Sunny Scoops,Flavoring,3.01
563,Sunny Scoops,Milk,9.36
564,Arctic Treats,Chocolate,1.51
564,Arctic Treats,Fruit,0.57
564,Arctic Treats,Flavoring,2.72
564,Arctic Treats,Vanilla Extract,3.89
565,Polar Joy,Milk,7.56
565,Polar Joy,Cream,4.65
565,Polar Joy,Chocolate,7.82
565,Polar Joy,Sugar,2.1
566,Frosty Delights,Flavoring,6.6
566,Frosty Delights,Chocolate,1.87
566,Frosty Delights,Emulsifiers,8.06
567,Polar Joy,Chocolate,9.91
567,Polar Joy,Sugar,3.84
567,Polar Joy,Emulsifiers,4.8
567,Polar Joy,Vanilla Extract,3.47
567,Polar Joy,Flavoring,7.13
568,Sunny Scoops,Milk,9.96
568,Sunny Scoops,Stabilizers,8.34
568,Sunny Scoops,Emulsifiers,8.74
568,Sunny Scoops,Chocolate,2.96
568,Sunny Scoops,Cream,6.98
569,Velvet Freeze,Flavoring,4.13
569,Velvet Freeze,Sugar,2.96
569,Velvet Freeze,Chocolate,7.07
569,Velvet Freeze,Packaging,8.78
570,Arctic Treats,Packaging,2
570,Arctic Treats,Vanilla Extract,2.49
570,Arctic Treats,Sugar,5.85
571,Sunny Scoops,Flavoring,4.45
571,Sunny Scoops,Stabilizers,8.33
571,Sunny Scoops,Chocolate,9.74
571,Sunny Scoops,Cream,7.4
571,Sunny Scoops,Vanilla Extract,7.81
572,Polar Joy,Vanilla Extract,1.31
572,Polar Joy,Flavoring,1.7
572,Polar Joy,Packaging,2.23
572,Polar Joy,Emulsifiers,8.82
573,Sunny Scoops,Milk,4.77
573,Sunny Scoops,Flavoring,8.58
573,Sunny Scoops,Chocolate,3.35
573,Sunny Scoops,Stabilizers,2.38
573,Sunny Scoops,Cream,6.86
574,Sunny Scoops,Flavoring,4.93
574,Sunny Scoops,Vanilla Extract,9.95
574,Sunny Scoops,Emulsifiers,2.48
574,Sunny Scoops,Packaging,0.73
574,Sunny Scoops,Stabilizers,4.62
575,Polar Joy,Sugar,8.9
575,Polar Joy,Fruit,6.59
575,Polar Joy,Packaging,7.55
575,Polar Joy,Emulsifiers,1.86
575,Polar Joy,Stabilizers,3.92
576,Sunny Scoops,Emulsifiers,0.56
576,Sunny Scoops,Stabilizers,9.57
576,Sunny Scoops,Sugar,8.99
577,Polar Joy,Cream,5.07
577,Polar Joy,Chocolate,4.01
577,Polar Joy,Vanilla Extract,3.96
577,Polar Joy,Stabilizers,5.05
578,Creamy Bliss,Sugar,1.34
578,Creamy Bliss,Emulsifiers,5.39
578,Creamy Bliss,Milk,2.96
578,Creamy Bliss,Chocolate,4.3
579,Frosty Delights,Stabilizers,6.75
579,Frosty Delights,Sugar,8.92
579,Frosty Delights,Packaging,7.93
580,Creamy Bliss,Milk,5.44
580,Creamy Bliss,Flavoring,6.94
580,Creamy Bliss,Emulsifiers,8.29
581,Velvet Freeze,Cream,1.58
581,Velvet Freeze,Sugar,9.45
581,Velvet Freeze,Emulsifiers,5.56
581,Velvet Freeze,Milk,2.64
581,Velvet Freeze,Stabilizers,2.66
582,Creamy Bliss,Stabilizers,4.01
582,Creamy Bliss,Emulsifiers,4.79
582,Creamy Bliss,Vanilla Extract,1.11
582,Creamy Bliss,Chocolate,5.8
583,Sunny Scoops,Flavoring,1.07
583,Sunny Scoops,Stabilizers,9.77
583,Sunny Scoops,Emulsifiers,6.1
583,Sunny Scoops,Cream,9.87
584,Frosty Delights,Fruit,9.85
584,Frosty Delights,Sugar,3.11
584,Frosty Delights,Chocolate,9.79
584,Frosty Delights,Vanilla Extract,4.05
584,Frosty Delights,Milk,5.7
585,Creamy Bliss,Cream,1.68
585,Creamy Bliss,Packaging,8.58
585,Creamy Bliss,Chocolate,1.2
586,Sunny Scoops,Flavoring,2.05
586,Sunny Scoops,Stabilizers,1.27
586,Sunny Scoops,Vanilla Extract,5.13
587,Sunny Scoops,Vanilla Extract,9.18
587,Sunny Scoops,Cream,3.45
587,Sunny Scoops,Milk,7.86
587,Sunny Scoops,Flavoring,7.91
587,Sunny Scoops,Emulsifiers,6.91
588,Velvet Freeze,Cream,6.29
588,Velvet Freeze,Milk,3.25
588,Velvet Freeze,Flavoring,1.25
588,Velvet Freeze,Vanilla Extract,3.61
589,Velvet Freeze,Fruit,2.89
589,Velvet Freeze,Stabilizers,3.51
589,Velvet Freeze,Packaging,1.64
590,Creamy Bliss,Flavoring,6.07
590,Creamy Bliss,Sugar,9.81
590,Creamy Bliss,Vanilla Extract,8.39
590,Creamy Bliss,Stabilizers,7.02
590,Creamy Bliss,Emulsifiers,6.62
591,Velvet Freeze,Emulsifiers,2.29
591,Velvet Freeze,Milk,4.35
591,Velvet Freeze,Vanilla Extract,8.91
591,Velvet Freeze,Flavoring,3.62
591,Velvet Freeze,Stabilizers,6.5
592,Arctic Treats,Flavoring,7.29
592,Arctic Treats,Sugar,2
592,Arctic Treats,Cream,7.93
592,Arctic Treats,Chocolate,8.47
593,Frosty Delights,Milk,6.63
593,Frosty Delights,Emulsifiers,7.49
593,Frosty Delights,Packaging,9.33
594,Polar Joy,Sugar,5.95
594,Polar Joy,Cream,7.28
594,Polar Joy,Vanilla Extract,7.41
594,Polar Joy,Milk,1.9
594,Polar Joy,Chocolate,3.33
595,Sunny Scoops,Stabilizers,1.81
595,Sunny Scoops,Sugar,9.15
595,Sunny Scoops,Vanilla Extract,0.53
595,Sunny Scoops,Milk,5.28
596,Frosty Delights,Sugar,8.28
596,Frosty Delights,Flavoring,9.22
596,Frosty Delights,Vanilla Extract,6.38
596,Frosty Delights,Chocolate,6.76
597,Sunny Scoops,Chocolate,2.61
597,Sunny Scoops,Cream,7.02
597,Sunny Scoops,Flavoring,3.23
598,Polar Joy,Vanilla Extract,8.6
598,Polar Joy,Emulsifiers,1.94
598,Polar Joy,Fruit,9.81
599,Frosty Delights,Chocolate,8.85
599,Frosty Delights,Cream,1.08
599,Frosty Delights,Sugar,1.98
600,Creamy Bliss,Vanilla Extract,6.98
600,Creamy Bliss,Cream,6.97
600,Creamy Bliss,Packaging,4.06
601,Sunny Scoops,Sugar,3.62
601,Sunny Scoops,Vanilla Extract,8.8
601,Sunny Scoops,Packaging,6.31
601,Sunny Scoops,Milk,6.03
601,Sunny Scoops,Stabilizers,1.35
602,Creamy Bliss,Cream,9.13
602,Creamy Bliss,Fruit,1.01
602,Creamy Bliss,Chocolate,4.16
602,Creamy Bliss,Stabilizers,2.67
602,Creamy Bliss,Flavoring,2.13
603,Arctic Treats,Chocolate,9.59
603,Arctic Treats,Cream,7.76
603,Arctic Treats,Vanilla Extract,8.39
603,Arctic Treats,Milk,4.05
603,Arctic Treats,Packaging,3.12
604,Polar Joy,Fruit,6.59
604,Polar Joy,Vanilla Extract,2.28
604,Polar Joy,Chocolate,9.33
604,Polar Joy,Milk,6.24
605,Sunny Scoops,Cream,8.15
605,Sunny Scoops,Milk,3.59
605,Sunny Scoops,Chocolate,0.58
605,Sunny Scoops,Packaging,7.54
606,Sunny Scoops,Sugar,1.47
606,Sunny Scoops,Stabilizers,3.5
606,Sunny Scoops,Packaging,7.6
606,Sunny Scoops,Fruit,1.93
606,Sunny Scoops,Cream,2.71
607,Sunny Scoops,Chocolate,7.81
607,Sunny Scoops,Emulsifiers,8.55
607,Sunny Scoops,Vanilla Extract,4.7
607,Sunny Scoops,Cream,5.02
607,Sunny Scoops,Packaging,8.53
608,Arctic Treats,Cream,3.51
608,Arctic Treats,Chocolate,7.75
608,Arctic Treats,Vanilla Extract,2.59
608,Arctic Treats,Sugar,2.92
608,Arctic Treats,Milk,5.11
609,Creamy Bliss,Flavoring,9.31
609,Creamy Bliss,Vanilla Extract,7.36
609,Creamy Bliss,Packaging,3.16
609,Creamy Bliss,Emulsifiers,9.98
610,Arctic Treats,Emulsifiers,4.28
610,Arctic Treats,Vanilla Extract,8.84
610,Arctic Treats,Sugar,1.57
610,Arctic Treats,Stabilizers,1.78
610,Arctic Treats,Chocolate,5.6
611,Velvet Freeze,Sugar,3.23
611,Velvet Freeze,Packaging,7.93
611,Velvet Freeze,Cream,4.99
612,Creamy Bliss,Emulsifiers,5.24
612,Creamy Bliss,Cream,2.54
612,Creamy Bliss,Fruit,6.59
612,Creamy Bliss,Flavoring,7.98
612,Creamy Bliss,Sugar,8.1
613,Velvet Freeze,Stabilizers,5.03
613,Velvet Freeze,Cream,7.04
613,Velvet Freeze,Chocolate,3.95
613,Velvet Freeze,Fruit,9.01
613,Velvet Freeze,Packaging,5.92
614,Creamy Bliss,Vanilla Extract,3.76
614,Creamy Bliss,Fruit,5.58
614,Creamy Bliss,Flavoring,4.21
615,Sunny Scoops,Fruit,6.51
615,Sunny Scoops,Packaging,5.12
615,Sunny Scoops,Vanilla Extract,0.77
616,Frosty Delights,Sugar,1.38
616,Frosty Delights,Chocolate,2.1
616,Frosty Delights,Milk,3.54
616,Frosty Delights,Vanilla Extract,9.9
616,Frosty Delights,Stabilizers,1.33
617,Arctic Treats,Fruit,2.73
617,Arctic Treats,Sugar,9.41
617,Arctic Treats,Vanilla Extract,8.47
617,Arctic Treats,Emulsifiers,0.71
618,Creamy Bliss,Fruit,0.8
618,Creamy Bliss,Sugar,1.86
618,Creamy Bliss,Vanilla Extract,4.11
618,Creamy Bliss,Emulsifiers,8.64
618,Creamy Bliss,Packaging,2.61
619,Frosty Delights,Vanilla Extract,9.54
619,Frosty Delights,Packaging,7.95
619,Frosty Delights,Sugar,0.56
620,Arctic Treats,Sugar,1.47
620,Arctic Treats,Milk,8.62
620,Arctic Treats,Emulsifiers,8.95
620,Arctic Treats,Chocolate,2.01
620,Arctic Treats,Cream,4.54
621,Frosty Delights,Emulsifiers,8.42
621,Frosty Delights,Fruit,3.55
621,Frosty Delights,Chocolate,4.17
621,Frosty Delights,Milk,4.3
622,Sunny Scoops,Cream,0.9
622,Sunny Scoops,Sugar,7.81
622,Sunny Scoops,Emulsifiers,0.82
622,Sunny Scoops,Vanilla Extract,2.91
622,Sunny Scoops,Fruit,1.96
623,Polar Joy,Packaging,9.46
623,Polar Joy,Emulsifiers,6.56
623,Polar Joy,Cream,2.73
624,Sunny Scoops,Emulsifiers,4.84
624,Sunny Scoops,Chocolate,4.44
624,Sunny Scoops,Vanilla Extract,5.17
625,Velvet Freeze,Milk,4.52
625,Velvet Freeze,Vanilla Extract,1.57
625,Velvet Freeze,Fruit,3.56
625,Velvet Freeze,Flavoring,8.73
625,Velvet Freeze,Emulsifiers,7.91
626,Creamy Bliss,Sugar,3.94
626,Creamy Bliss,Packaging,9.7
626,Creamy Bliss,Stabilizers,5.15
627,Sunny Scoops,Flavoring,3.02
627,Sunny Scoops,Chocolate,4.14
627,Sunny Scoops,Packaging,9.58
627,Sunny Scoops,Fruit,9.34
628,Sunny Scoops,Cream,7.48
628,Sunny Scoops,Stabilizers,4.12
628,Sunny Scoops,Milk,5.96
628,Sunny Scoops,Sugar,4.29
629,Sunny Scoops,Vanilla Extract,8
629,Sunny Scoops,Flavoring,6.89
629,Sunny Scoops,Stabilizers,6.6
629,Sunny Scoops,Cream,2.75
629,Sunny Scoops,Milk,6.78
630,Frosty Delights,Sugar,7.15
630,Frosty Delights,Flavoring,9.72
630,Frosty Delights,Chocolate,9.02
630,Frosty Delights,Cream,2.02
630,Frosty Delights,Emulsifiers,9.82
631,Velvet Freeze,Stabilizers,3.51
631,Velvet Freeze,Vanilla Extract,4
631,Velvet Freeze,Milk,2.43
632,Polar Joy,Fruit,1.06
632,Polar Joy,Emulsifiers,1.41
632,Polar Joy,Packaging,0.93
632,Polar Joy,Flavoring,7.22
632,Polar Joy,Vanilla Extract,5.02
633,Sunny Scoops,Fruit,8.25
633,Sunny Scoops,Milk,4.26
633,Sunny Scoops,Cream,6.66
634,Sunny Scoops,Milk,4.08
634,Sunny Scoops,Emulsifiers,9.06
634,Sunny Scoops,Chocolate,5.73
634,Sunny Scoops,Packaging,8.85
635,Arctic Treats,Fruit,6.83
635,Arctic Treats,Cream,2.69
635,Arctic Treats,Emulsifiers,1.57
636,Polar Joy,Vanilla Extract,9.64
636,Polar Joy,Flavoring,4.87
636,Polar Joy,Packaging,9.19
636,Polar Joy,Chocolate,9.5
637,Creamy Bliss,Cream,4.52
637,Creamy Bliss,Milk,1.26
637,Creamy Bliss,Stabilizers,2.53
637,Creamy Bliss,Fruit,8.8
637,Creamy Bliss,Emulsifiers,6.79
638,Sunny Scoops,Fruit,4.47
638,Sunny Scoops,Milk,9.07
638,Sunny Scoops,Cream,5.23
638,Sunny Scoops,Packaging,2.75
639,Arctic Treats,Milk,2.98
639,Arctic Treats,Sugar,3
639,Arctic Treats,Fruit,6.02
639,Arctic Treats,Vanilla Extract,9.78
639,Arctic Treats,Emulsifiers,3.46
640,Velvet Freeze,Chocolate,5.84
640,Velvet Freeze,Stabilizers,0.85
640,Velvet Freeze,Milk,9.43
640,Velvet Freeze,Packaging,6.67
640,Velvet Freeze,Sugar,8.28
641,Polar Joy,Milk,1.83
641,Polar Joy,Vanilla Extract,8.86
641,Polar Joy,Sugar,4.12
641,Polar Joy,Flavoring,4.67
641,Polar Joy,Cream,2.46
642,Frosty Delights,Stabilizers,2.2
642,Frosty Delights,Packaging,6.35
642,Frosty Delights,Fruit,7.5
643,Sunny Scoops,Flavoring,6.77
643,Sunny Scoops,Emulsifiers,1.12
643,Sunny Scoops,Vanilla Extract,3.85
643,Sunny Scoops,Sugar,0.8
643,Sunny Scoops,Chocolate,8.9
644,Sunny Scoops,Packaging,8.18
644,Sunny Scoops,Emulsifiers,5.87
644,Sunny Scoops,Sugar,4.2
644,Sunny Scoops,Vanilla Extract,3.21
645,Polar Joy,Milk,3.22
645,Polar Joy,Sugar,6.62
645,Polar Joy,Emulsifiers,2.95
646,Creamy Bliss,Flavoring,9.35
646,Creamy Bliss,Stabilizers,7.4
646,Creamy Bliss,Packaging,8.65
647,Frosty Delights,Vanilla Extract,4.53
647,Frosty Delights,Emulsifiers,5.37
647,Frosty Delights,Stabilizers,8.02
648,Velvet Freeze,Vanilla Extract,8.59
648,Velvet Freeze,Cream,2.66
648,Velvet Freeze,Chocolate,1.1
649,Sunny Scoops,Chocolate,5.42
649,Sunny Scoops,Stabilizers,6
649,Sunny Scoops,Cream,9.76
649,Sunny Scoops,Flavoring,8.06
649,Sunny Scoops,Milk,3.27
650,Creamy Bliss,Milk,3.68
650,Creamy Bliss,Packaging,9.44
650,Creamy Bliss,Flavoring,3.48
650,Creamy Bliss,Chocolate,2.88
651,Frosty Delights,Sugar,2.67
651,Frosty Delights,Milk,6.55
651,Frosty Delights,Flavoring,6.47
651,Frosty Delights,Stabilizers,8.17
652,Sunny Scoops,Fruit,4.31
652,Sunny Scoops,Sugar,7.43
652,Sunny Scoops,Flavoring,0.72
653,Velvet Freeze,Cream,9.49
653,Velvet Freeze,Fruit,5.27
653,Velvet Freeze,Vanilla Extract,9.51
654,Sunny Scoops,Packaging,6.93
654,Sunny Scoops,Fruit,6.61
654,Sunny Scoops,Emulsifiers,6.96
655,Velvet Freeze,Stabilizers,2.34
655,Velvet Freeze,Milk,6.47
655,Velvet Freeze,Sugar,5.04
655,Velvet Freeze,Chocolate,4.29
655,Velvet Freeze,Cream,5.56
656,Sunny Scoops,Stabilizers,1.43
656,Sunny Scoops,Milk,5.64
656,Sunny Scoops,Sugar,6.13
656,Sunny Scoops,Chocolate,9.63
657,Frosty Delights,Vanilla Extract,1.21
657,Frosty Delights,Chocolate,1.05
657,Frosty Delights,Emulsifiers,5.37
658,Frosty Delights,Milk,8.76
658,Frosty Delights,Emulsifiers,6.44
658,Frosty Delights,Cream,8.28
658,Frosty Delights,Chocolate,0.82
658,Frosty Delights,Sugar,3.61
659,Creamy Bliss,Milk,3.52
659,Creamy Bliss,Cream,4.19
659,Creamy Bliss,Packaging,7.26
660,Velvet Freeze,Emulsifiers,2.59
660,Velvet Freeze,Milk,7.87
660,Velvet Freeze,Fruit,3.53
661,Creamy Bliss,Stabilizers,1.24
661,Creamy Bliss,Chocolate,4.04
661,Creamy Bliss,Packaging,2.75
661,Creamy Bliss,Milk,5.01
662,Frosty Delights,Fruit,1.96
662,Frosty Delights,Flavoring,3.62
662,Frosty Delights,Stabilizers,8.03
663,Polar Joy,Vanilla Extract,7.78
663,Polar Joy,Cream,2.35
663,Polar Joy,Chocolate,2.64
664,Polar Joy,Flavoring,4.62
664,Polar Joy,Fruit,6.94
664,Polar Joy,Packaging,3.97
664,Polar Joy,Stabilizers,1.58
664,Polar Joy,Vanilla Extract,3.87
665,Frosty Delights,Stabilizers,5.22
665,Frosty Delights,Packaging,5.96
665,Frosty Delights,Flavoring,7.57
665,Frosty Delights,Sugar,5.41
666,Sunny Scoops,Sugar,4.31
666,Sunny Scoops,Emulsifiers,5.3
666,Sunny Scoops,Milk,7.93
667,Velvet Freeze,Vanilla Extract,9.96
667,Velvet Freeze,Cream,9.13
667,Velvet Freeze,Chocolate,7.19
667,Velvet Freeze,Emulsifiers,2.86
667,Velvet Freeze,Fruit,6.37
668,Creamy Bliss,Emulsifiers,5.06
668,Creamy Bliss,Packaging,6.42
668,Creamy Bliss,Fruit,9.61
668,Creamy Bliss,Flavoring,1.06
668,Creamy Bliss,Chocolate,1.89
669,Sunny Scoops,Cream,3.32
669,Sunny Scoops,Flavoring,9.72
669,Sunny Scoops,Sugar,5.42
669,Sunny Scoops,Packaging,5.7
669,Sunny Scoops,Vanilla Extract,7.01
670,Frosty Delights,Stabilizers,6.29
670,Frosty Delights,Cream,7.89
670,Frosty Delights,Emulsifiers,4.04
671,Arctic Treats,Milk,5.8
671,Arctic Treats,Chocolate,6.44
671,Arctic Treats,Vanilla Extract,9.14
671,Arctic Treats,Cream,4.58
671,Arctic Treats,Flavoring,7.38
672,Polar Joy,Fruit,4.57
672,Polar Joy,Chocolate,6.13
672,Polar Joy,Sugar,7.97
672,Polar Joy,Milk,0.97
672,Polar Joy,Packaging,4.44
673,Velvet Freeze,Sugar,6.68
673,Velvet Freeze,Emulsifiers,2.77
673,Velvet Freeze,Vanilla Extract,3.18
673,Velvet Freeze,Stabilizers,7.2
673,Velvet Freeze,Cream,2.93
674,Creamy Bliss,Sugar,0.9
674,Creamy Bliss,Cream,9.81
674,Creamy Bliss,Emulsifiers,9.06
674,Creamy Bliss,Fruit,5.83
674,Creamy Bliss,Packaging,5.1
675,Arctic Treats,Milk,0.96
675,Arctic Treats,Chocolate,1.39
675,Arctic Treats,Fruit,2.38
675,Arctic Treats,Sugar,4.26
675,Arctic Treats,Stabilizers,0.53
676,Arctic Treats,Chocolate,1.61
676,Arctic Treats,Flavoring,8.78
676,Arctic Treats,Cream,2.79
677,Polar Joy,Milk,2.93
677,Polar Joy,Emulsifiers,5.14
677,Polar Joy,Sugar,3.23
677,Polar Joy,Cream,3.37
677,Polar Joy,Stabilizers,1.48
678,Frosty Delights,Fruit,1.46
678,Frosty Delights,Sugar,3.6
678,Frosty Delights,Stabilizers,5.69
678,Frosty Delights,Cream,7.11
679,Creamy Bliss,Fruit,6.82
679,Creamy Bliss,Emulsifiers,2.83
679,Creamy Bliss,Sugar,8.82
679,Creamy Bliss,Stabilizers,3.22
679,Creamy Bliss,Milk,2.07
680,Polar Joy,Flavoring,8.54
680,Polar Joy,Milk,0.97
680,Polar Joy,Stabilizers,8.65
680,Polar Joy,Vanilla Extract,1.04
681,Sunny Scoops,Flavoring,8.6
681,Sunny Scoops,Cream,6.43
681,Sunny Scoops,Milk,3
681,Sunny Scoops,Chocolate,2.03
681,Sunny Scoops,Packaging,9.64
682,Polar Joy,Cream,9.3
682,Polar Joy,Sugar,1.06
682,Polar Joy,Emulsifiers,1.91
682,Polar Joy,Milk,5.05
682,Polar Joy,Stabilizers,5.92
683,Frosty Delights,Milk,2.32
683,Frosty Delights,Vanilla Extract,8.22
683,Frosty Delights,Stabilizers,2.14
684,Arctic Treats,Stabilizers,5.46
684,Arctic Treats,Milk,6.13
684,Arctic Treats,Chocolate,4.76
684,Arctic Treats,Fruit,7.19
